0,1,2,3,4,5,6,7,8,9,10,11,mean,true
9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,9.889122009277344,0.0
9.909811019897461,9.908283233642578,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,9.90904712677002,0.0
9.90562629699707,9.904568672180176,9.901666641235352,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137533,9.903953870137531,0.0
9.927379608154297,9.929243087768555,9.92690658569336,9.907288551330566,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,9.922704458236694,0.0
9.88509750366211,9.889521598815918,9.890192031860352,9.871053695678711,9.864349365234375,9.880042839050294,9.880042839050294,9.880042839050294,9.880042839050294,9.880042839050294,9.880042839050294,9.880042839050294,9.880042839050292,0.0
9.922027587890625,9.926753997802734,9.929990768432617,9.913930892944336,9.90778636932373,9.88800048828125,9.914748350779215,9.914748350779215,9.914748350779215,9.914748350779215,9.914748350779215,9.914748350779215,9.914748350779217,0.0
9.90324878692627,9.905529975891113,9.90910530090332,9.895580291748047,9.892457008361816,9.873184204101562,9.798404693603516,9.882501465933663,9.882501465933663,9.882501465933663,9.882501465933663,9.882501465933663,9.882501465933663,0.0
9.906579971313477,9.906920433044434,9.90789794921875,9.894720077514648,9.894140243530273,9.8779296875,9.803762435913086,9.800788879394531,9.87409245967865,9.87409245967865,9.87409245967865,9.87409245967865,9.87409245967865,0.0
9.918325424194336,9.918933868408203,9.917909622192383,9.90215015411377,9.901912689208984,9.888248443603516,9.817215919494629,9.814788818359375,9.79494857788086,9.874937057495117,9.874937057495117,9.874937057495117,9.874937057495117,0.0
9.902727127075195,9.90574836730957,9.904983520507812,9.887218475341797,9.884406089782715,9.871091842651367,9.802608489990234,9.80331039428711,9.784005165100098,9.769914627075195,9.85160140991211,9.85160140991211,9.851601409912108,0.0
9.899374008178711,9.905506134033203,9.907205581665039,9.889728546142578,9.884905815124512,9.868995666503906,9.800813674926758,9.804141998291016,9.787979125976562,9.773910522460938,9.84421157836914,9.85152478651567,9.85152478651567,0.0
9.878290176391602,9.884978294372559,9.889843940734863,9.874823570251465,9.87027359008789,9.852335929870605,9.781503677368164,9.78520393371582,9.771675109863281,9.761028289794922,9.831192016601562,9.853304862976074,9.836204449335733,0.0
9.909141540527344,9.91445255279541,9.902570724487305,9.900484085083008,9.882862091064453,9.810064315795898,9.811075210571289,9.797872543334961,9.788261413574219,9.863229751586914,9.886226654052734,9.898030281066895,9.863689263661703,0.0
9.890600204467773,9.879203796386719,9.880290985107422,9.865132331848145,9.79265022277832,9.791583061218262,9.775733947753906,9.76637077331543,9.844072341918945,9.87002944946289,9.882248878479004,9.874306678771973,9.842685222625732,0.0
9.878167152404785,9.879732131958008,9.867740631103516,9.7977933883667,9.797011375427246,9.779083251953125,9.765754699707031,9.845027923583984,9.873894691467285,9.889033317565918,9.881362915039062,9.931800842285156,9.848866860071817,0.0
9.872411727905273,9.860892295837402,9.794113159179688,9.795881271362305,9.778247833251953,9.761932373046875,9.839034080505371,9.868511199951172,9.886446952819824,9.881465911865234,9.93267822265625,9.94300651550293,9.851218461990356,0.0
9.855389595031738,9.789024353027344,9.794046401977539,9.778968811035156,9.762605667114258,9.837361335754395,9.864346504211426,9.883095741271973,9.880130767822266,9.935026168823242,9.945687294006348,9.934834480285645,9.855043093363443,0.0
9.800859451293945,9.80634880065918,9.794502258300781,9.780391693115234,9.855400085449219,9.8804349899292,9.896821975708008,9.893218994140625,9.951433181762695,9.965414047241211,9.954959869384766,9.935065269470215,9.876237551371256,0.0
9.82192611694336,9.810537338256836,9.799642562866211,9.87736701965332,9.902650833129883,9.916887283325195,9.909931182861328,9.968700408935547,9.985882759094238,9.97845458984375,9.959282875061035,9.938288688659668,9.90579597155253,0.0
9.789002418518066,9.78000259399414,9.859954833984375,9.887262344360352,9.901681900024414,9.893424034118652,9.94855785369873,9.966583251953125,9.961806297302246,9.945356369018555,9.924652099609375,9.923124313354492,9.89845069249471,0.0
9.786201477050781,9.867027282714844,9.89760684967041,9.914093971252441,9.905851364135742,9.958431243896484,9.974544525146484,9.970169067382812,9.956785202026367,9.938705444335938,9.937555313110352,9.935280799865723,9.920187711715698,0.0
9.878646850585938,9.909912109375,9.929364204406738,9.922975540161133,9.97585678100586,9.990272521972656,9.983258247375488,9.970829963684082,9.955106735229492,9.956705093383789,9.954946517944336,9.946118354797363,9.947832743326822,0.0
9.90681266784668,9.926963806152344,9.923556327819824,9.979137420654297,9.99352741241455,9.984380722045898,9.96944808959961,9.954307556152344,9.958415985107422,9.959623336791992,9.951353073120117,9.941171646118164,9.954058170318604,0.0
9.889360427856445,9.88765811920166,9.94609260559082,9.962125778198242,9.953092575073242,9.935236930847168,9.91802978515625,9.923221588134766,9.926929473876953,9.921626091003418,9.911953926086426,9.909586906433105,9.923742850621542,0.0
9.890152931213379,9.94906997680664,9.968266487121582,9.961603164672852,9.94378662109375,9.924814224243164,9.927375793457031,9.931419372558594,9.928509712219238,9.922002792358398,9.920151710510254,9.908549308776855,9.931308507919312,0.0
9.936954498291016,9.956747055053711,9.953332901000977,9.937653541564941,9.918865203857422,9.919637680053711,9.921136856079102,9.91848373413086,9.914592742919922,9.915752410888672,9.904662132263184,9.904505729675293,9.925193707148233,0.0
9.972726821899414,9.969867706298828,9.957916259765625,9.941142082214355,9.941831588745117,9.941366195678711,9.936107635498047,9.93258285522461,9.936256408691406,9.928205490112305,9.928581237792969,9.925496101379395,9.942673365275065,0.0
9.981293678283691,9.970355987548828,9.956475257873535,9.959239959716797,9.959065437316895,9.951891899108887,9.945752143859863,9.949771881103516,9.94422721862793,9.947616577148438,9.945058822631836,9.926300048828125,9.953087409337362,0.0
9.936463356018066,9.92333984375,9.929733276367188,9.931962966918945,9.925148963928223,9.916910171508789,9.9183931350708,9.913209915161133,9.919118881225586,9.919550895690918,9.901304244995117,10.00567626953125,9.928400993347168,0.0
