0,1,2,3,4,5,6,7,8,9,10,11,mean,true
15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,15.540848731994629,0.0
15.55073070526123,15.553428649902344,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,15.552079677581787,0.0
15.551363945007324,15.552652359008789,15.608540534973145,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,15.570852279663086,0.0
15.564833641052246,15.566712379455566,15.621195793151855,15.698102951049805,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,15.612711191177368,0.0
15.552932739257812,15.554411888122559,15.60940933227539,15.684935569763184,15.731569290161133,15.626651763916016,15.626651763916016,15.626651763916016,15.626651763916016,15.626651763916016,15.626651763916016,15.626651763916016,15.626651763916016,0.0
15.560063362121582,15.562359809875488,15.616911888122559,15.692971229553223,15.73829174041748,15.729230880737305,15.64997148513794,15.64997148513794,15.64997148513794,15.64997148513794,15.64997148513794,15.64997148513794,15.64997148513794,0.0
15.542256355285645,15.545323371887207,15.600663185119629,15.67619800567627,15.722073554992676,15.7117280960083,15.668800354003906,15.638148988996234,15.638148988996234,15.638148988996234,15.638148988996234,15.638148988996234,15.63814898899623,0.0
15.536015510559082,15.539003372192383,15.595124244689941,15.67139720916748,15.716757774353027,15.707039833068848,15.662823677062988,15.633461952209473,15.632702946662903,15.632702946662903,15.632702946662903,15.632702946662903,15.632702946662903,0.0
15.54809856414795,15.550007820129395,15.606075286865234,15.683103561401367,15.729155540466309,15.718976020812988,15.675434112548828,15.64476203918457,15.657450675964355,15.645895957946777,15.645895957946777,15.645895957946777,15.645895957946777,0.0
15.608185768127441,15.609743118286133,15.664775848388672,15.741768836975098,15.78849983215332,15.778985023498535,15.735047340393066,15.705085754394531,15.716486930847168,15.754368782043457,15.710294723510742,15.710294723510742,15.710294723510742,0.0
15.566132545471191,15.567543983459473,15.622161865234375,15.69817066192627,15.744926452636719,15.736101150512695,15.692831993103027,15.66238784790039,15.674347877502441,15.710895538330078,15.31608772277832,15.635598876259543,15.635598876259543,0.0
