time,t,h,pm1,pm10,pm25,um1,um5,um03,um05,um10,um25,ae1,ae10,ae25,pm25_station
2017/3/15 00:00,6.03,53.81,0,89,48,178,0,5050,2080,0,0,0,0,0,69
2017/3/15 01:00,4.81,57.88,0,66,37,130,0,2464,1544,0,0,0,12,6,51
2017/3/15 02:00,3.89,59.14,0,56,31,107,0,1016,1280,0,0,0,9,5,48
2017/3/15 03:00,3.21,61.48,0,55,31,105,0,821,1253,0,0,0,8,4,44
2017/3/15 04:00,2.69,63.84,0,54,30,103,0,926,1235,0,0,0,9,5,39
2017/3/15 05:00,1.66,64.98,0,67,37,130,0,2418,1532,0,0,0,0,0,49
2017/3/15 06:00,1.22,62.93,0,77,43,148,0,3657,1745,0,0,0,11,6,56
2017/3/15 07:00,1.12,62.07,0,78,43,150,0,3773,1762,0,0,0,11,6,49
2017/3/15 08:00,2.45,59.15,0,84,46,159,0,4474,1888,0,0,0,13,7,58
2017/3/15 09:00,5.86,56.46,0,64,35,122,0,1938,1455,0,0,0,8,4,45
2017/3/15 10:00,6.84,54.98,0,55,30,109,0,1335,1296,0,0,0,0,0,35
2017/3/15 11:00,8.02,52.61,0,57,31,114,0,1363,1352,0,0,0,9,5,48
2017/3/15 12:00,8.68,50.52,0,76,41,148,0,3560,1773,0,0,0,12,6,54
2017/3/15 13:00,10.03,47.64,0,88,48,175,0,4986,2081,0,0,0,14,7,67
2017/3/15 14:00,10.97,45.06,0,101,54,201,0,1838,2395,0,0,0,17,9,73
2017/3/15 15:00,11.26,44.6,0,104,56,207,0,1144,2477,0,0,0,0,0,81
2017/3/15 16:00,10.86,47.05,0,104,56,210,0,715,2480,0,0,0,18,9,76
2017/3/15 17:00,11.14,45.58,0,103,55,208,0,1368,2457,0,0,0,18,9,78
2017/3/15 18:00,10.55,47.3,0,108,58,219,0,1364,2584,0,0,0,18,9,72
2017/3/15 19:00,8.76,50.03,0,117,63,237,0,2462,2789,0,0,0,21,11,88
2017/3/15 20:00,7.74,49.68,0,145,78,293,0,3128,3441,0,0,0,0,0,92
2017/3/15 21:00,6.66,51.65,0,150,81,295,0,2994,3495,0,0,0,25,13,95
2017/3/15 23:00,5.46,52.68,0,136,74,264,0,3128,3121,0,0,0,20,10,87
2017/3/16 00:00,4.91,53.52,0,130,71,253,0,3814,2988,0,0,0,19,9,82
2017/3/16 01:00,3.93,59.52,0,147,80,282,0,3801,3361,0,0,0,0,0,88
2017/3/16 02:00,3.31,61.45,0,142,78,272,0,4496,3238,0,0,0,23,12,77
2017/3/16 03:00,3.2,58.49,0,124,68,241,0,3218,2844,0,0,0,18,9,81
2017/3/16 04:00,2.77,59.93,0,125,68,241,0,3310,2854,0,0,0,19,10,75
2017/3/16 05:00,2.32,61.53,0,132,72,249,0,4070,2974,0,0,0,20,11,75
2017/3/16 06:00,1.88,63.56,0,135,74,259,0,4197,3056,0,0,0,0,0,82
2017/3/16 07:00,1.78,63.54,0,149,82,289,0,4243,3399,0,0,0,21,11,86
2017/3/16 08:00,3.34,62.98,0,202,109,407,0,2845,4768,0,0,0,36,19,112
2017/3/16 09:00,5.74,60.15,0,195,104,400,0,4395,4672,0,0,0,30,15,117
2017/3/16 10:00,8.23,52.72,0,184,97,385,0,4769,4494,0,0,0,29,15,107
2017/3/16 11:00,8.83,51.05,0,198,104,419,0,3134,4882,0,0,0,0,0,125
2017/3/16 12:00,11.41,43.95,0,209,109,451,0,1711,5260,0,0,0,65,33,134
2017/3/16 13:00,14.1,34.34,0,217,113,472,0,2713,5465,0,0,0,0,0,137
2017/3/16 14:00,15.29,32.45,0,227,118,500,0,4440,5790,0,0,0,37,19,137
2017/3/16 15:00,16.12,30.47,0,212,110,465,0,2709,5400,0,0,0,36,18,145
2017/3/16 16:00,16.44,28.59,0,194,101,426,0,3236,4938,0,0,0,33,17,129
2017/3/16 17:00,16.35,29.46,0,187,97,409,0,2365,4753,0,0,0,22,11,136
2017/3/16 18:00,14.39,30.29,0,135,72,289,0,5044,3361,0,0,0,0,0,90
2017/3/16 19:00,12.56,33.23,0,139,74,295,0,4418,3424,0,0,0,22,11,95
2017/3/16 20:00,10.86,37.04,0,151,80,315,0,1709,3666,0,0,0,24,12,95
2017/3/16 21:00,8.6,41.76,0,186,100,394,0,3755,4548,0,0,0,29,15,116
2017/3/16 22:00,8.12,41.92,0,231,123,478,0,3145,5581,0,0,0,34,17,144
2017/3/16 23:00,7.29,45.18,0,207,110,431,0,1364,5014,0,0,0,0,0,122
2017/3/17 00:00,7.31,46.3,0,216,116,444,0,2216,5170,0,0,0,32,17,129
2017/3/17 01:00,6.79,50.46,0,205,110,429,0,2561,4982,0,0,0,30,16,124
2017/3/17 02:00,6.24,54.64,0,178,96,368,0,3871,4257,0,0,0,25,13,111
2017/3/17 03:00,6.13,57.33,0,154,83,318,0,1869,3705,0,0,0,23,12,90
2017/3/17 04:00,5.73,55.62,0,157,84,328,0,1963,3798,0,0,0,0,0,95
2017/3/17 05:00,4.98,57.63,0,157,85,323,0,1237,3750,0,0,0,23,12,92
2017/3/17 06:00,4.7,61.55,0,159,86,324,0,1480,3766,0,0,0,23,12,89
2017/3/17 07:00,5.67,58.58,0,151,82,315,0,2206,3645,0,0,0,22,11,92
2017/3/17 09:00,8.69,56.84,0,160,86,348,0,1805,3994,0,0,0,0,0,91
2017/3/17 10:00,10.35,52.92,0,168,89,369,0,3234,4244,0,0,0,26,13,101
2017/3/17 11:00,11.96,48.75,0,168,89,374,0,3059,4299,0,0,0,26,13,101
2017/3/17 12:00,13.37,46.98,0,175,91,396,0,3900,4559,0,0,0,29,14,117
2017/3/17 13:00,14.74,43.97,0,192,100,440,0,3538,5048,0,0,0,32,16,126
2017/3/17 14:00,16.08,40.65,0,193,99,447,0,2937,5117,0,0,0,0,0,121
2017/3/17 15:00,16.84,36.17,0,187,96,433,0,4683,4970,0,0,0,30,15,121
2017/3/17 16:00,17.08,35.81,0,177,91,415,0,4106,4747,0,0,0,28,14,117
2017/3/17 17:00,16.56,39.52,0,194,100,459,0,2917,5232,0,0,0,31,16,133
2017/3/17 18:00,14.61,43.99,0,189,98,441,0,4060,5030,0,0,0,30,15,127
2017/3/17 19:00,12.93,49.73,0,210,109,491,0,3049,5583,0,0,0,0,0,138
2017/3/17 20:00,10.82,56.08,0,237,124,554,0,4577,6037,0,0,0,36,18,146
2017/3/17 21:00,9.79,55.34,0,244,128,558,0,2914,5148,0,0,0,36,18,152
2017/3/17 22:00,8.72,56.89,0,233,124,531,0,4471,6052,0,0,0,35,18,147
2017/3/17 23:00,8.67,55.88,0,236,124,532,0,4949,6055,0,0,0,34,17,141
2017/3/18 00:00,8.02,58.31,0,231,122,519,0,4768,5908,0,0,0,0,0,142
2017/3/18 01:00,7.94,58.54,0,236,125,536,0,4408,5957,0,0,0,34,17,141
2017/3/18 02:00,7.51,59.94,0,231,122,525,0,4775,5863,0,0,0,34,17,135
2017/3/18 03:00,5.76,68.04,0,243,130,541,0,3752,4729,0,0,0,35,18,145
2017/3/18 04:00,5.15,71.78,0,266,142,589,0,2662,2008,0,0,0,36,18,148
2017/3/18 05:00,4.69,71.08,0,238,128,528,0,3990,5551,0,0,0,0,0,138
2017/3/18 06:00,4.76,70.17,0,214,116,474,0,2645,5380,0,0,0,32,17,122
2017/3/18 07:00,5.67,64.25,0,156,84,334,0,4015,3819,0,0,0,22,12,94
2017/3/18 08:00,8.39,55.96,0,101,54,217,0,4304,2498,0,0,0,13,7,69
2017/3/18 09:00,12.17,47.07,0,97,51,215,0,3804,2459,0,0,0,13,7,69
2017/3/18 10:00,14.71,44.29,0,202,105,477,0,3340,5315,0,0,0,0,0,131
2017/3/18 11:00,16.67,39.76,0,189,97,450,0,3284,5098,0,0,0,33,16,142
2017/3/18 12:00,18.83,33.73,0,128,67,304,0,3045,3459,0,0,0,25,13,95
2017/3/18 13:00,19.9,30.85,0,129,66,310,0,3962,3522,0,0,0,22,11,93
2017/3/18 14:00,20.74,29.07,0,125,64,303,0,3416,3428,0,0,0,14,7,100
2017/3/18 15:00,20.8,26.54,0,91,48,221,0,3960,2503,0,0,0,0,0,66
2017/3/18 16:00,20.36,27.22,0,117,61,282,0,3421,3197,0,0,0,16,8,82
2017/3/18 17:00,19.1,29.16,0,138,72,333,0,4122,3773,0,0,0,21,11,105
2017/3/18 18:00,16.81,33.01,0,135,70,320,0,4180,3624,0,0,0,22,11,94
2017/3/18 19:00,15.12,39.76,0,172,90,407,0,3876,4600,0,0,0,29,15,122
2017/3/18 20:00,14.19,44.49,0,208,109,492,0,2585,5533,0,0,0,0,0,149
2017/3/18 21:00,11.86,50.4,0,239,126,559,0,3297,5525,0,0,0,37,18,174
2017/3/18 22:00,10.87,49.37,0,220,116,509,0,2170,5187,0,0,0,35,18,163
2017/3/18 23:00,11,50.78,0,227,121,523,0,4310,5770,0,0,0,36,18,166
2017/3/19 00:00,11.22,51.95,0,246,130,582,0,2302,3685,0,0,0,40,20,182
2017/3/19 01:00,10.53,56.98,0,330,173,790,0,3794,2305,0,0,0,0,0,233
2017/3/19 02:00,9.39,63.01,0,376,195,916,0,4110,3661,0,0,0,58,29,272
2017/3/19 03:00,8.65,65.61,0,380,198,920,0,4008,3748,0,0,0,59,29,267
2017/3/19 04:00,7.31,70.46,0,366,192,873,0,3654,3172,0,0,0,53,27,245
2017/3/19 05:00,6.42,69.59,0,310,165,708,0,3161,1391,0,0,0,42,21,211
2017/3/19 06:00,6.07,69.26,0,301,162,687,0,2560,1155,0,0,0,1,0,197
2017/3/19 07:00,5.98,69.97,0,334,179,774,0,3000,2085,0,0,0,48,24,219
2017/3/19 08:00,6.94,67.62,0,362,193,849,0,3416,2920,0,0,0,53,27,240
2017/3/19 09:00,9.49,60.27,0,355,186,860,0,3150,3057,0,0,0,55,27,250
2017/3/19 10:00,11.99,54.86,0,324,169,793,0,4746,2315,0,0,0,52,26,236
2017/3/19 11:00,13.78,51.13,0,316,163,777,0,3964,2147,0,0,0,2,1,240
2017/3/19 12:00,15.13,48.67,0,315,162,788,0,4097,2257,0,0,0,58,29,231
2017/3/19 13:00,16.61,45.72,0,324,165,821,0,3351,2606,0,0,0,53,26,239
2017/3/19 14:00,17.35,44.55,0,332,168,851,0,2645,2937,0,0,0,58,29,253
2017/3/19 15:00,17.82,44.14,0,329,167,840,0,3908,2830,0,0,0,49,24,254
2017/3/19 16:00,18.23,44.03,0,293,148,744,0,3167,2001,0,0,0,1,0,223
2017/3/19 17:00,17.85,42.41,0,218,112,535,0,3731,4931,0,0,0,33,16,162
2017/3/19 18:00,16.59,43.02,0,196,102,468,0,2360,5305,0,0,0,33,16,136
2017/3/19 19:00,15.01,46.86,0,197,103,465,0,2166,5257,0,0,0,33,16,140
2017/3/19 20:00,13.98,50.88,0,233,121,554,0,3571,4603,0,0,0,44,22,164
2017/3/19 21:00,13.83,54.46,0,319,164,782,0,4072,2209,0,0,0,0,0,235
2017/3/19 22:00,13.49,56.24,0,282,146,688,0,3898,1128,0,0,0,49,24,213
2017/3/19 23:00,13.07,56.78,0,266,139,633,0,3366,563,0,0,0,43,21,202
2017/3/20 00:00,12.1,60.01,0,265,139,634,0,3436,666,0,0,0,43,22,189
2017/3/20 01:00,11.35,61.6,0,261,137,616,0,2749,595,0,0,0,41,20,177
2017/3/20 02:00,10.91,62.25,0,262,138,617,0,2801,688,0,0,0,0,0,181
2017/3/20 03:00,10.41,64.05,0,266,140,633,0,3503,522,0,0,0,41,21,186
2017/3/20 04:00,10.17,63.33,0,254,134,596,0,2362,2203,0,0,0,40,21,177
2017/3/20 05:00,9.7,65.11,0,270,143,634,0,3720,1740,0,0,0,43,22,183
2017/3/20 06:00,9.42,68.16,0,290,154,693,0,2958,1174,0,0,0,46,23,195
2017/3/20 07:00,9.33,68.56,0,302,160,718,0,1928,1472,0,0,0,0,0,203
2017/3/20 08:00,9.93,66.99,0,306,162,734,0,2688,1624,0,0,0,47,24,213
2017/3/20 09:00,11.23,61.72,0,298,156,718,0,1916,1443,0,0,0,46,23,213
2017/3/20 10:00,11.62,62.62,0,280,146,672,0,3897,982,0,0,0,47,24,199
2017/3/20 11:00,10.81,75.94,0,314,165,763,0,3716,2035,0,0,0,50,26,199
2017/3/20 12:00,10.21,85.66,0,369,194,912,0,2647,3632,0,0,0,0,0,212
2017/3/20 13:00,9.63,91.05,0,415,216,1023,0,3968,4831,0,0,0,67,33,208
2017/3/20 14:00,9.14,92.27,0,398,209,957,0,3111,4334,0,0,0,56,28,183
2017/3/20 15:00,8.75,92.7,0,311,164,723,0,2734,3309,0,0,0,37,19,141
2017/3/20 16:00,7.99,93.86,0,242,130,534,0,3501,2907,0,0,0,25,13,93
2017/3/20 17:00,6.58,94,0,175,95,372,0,3721,4288,0,0,0,0,0,70
2017/3/20 18:00,6.33,93.17,0,163,88,342,0,2197,3957,0,0,0,23,12,55
2017/3/20 19:00,6.11,91.41,0,156,84,325,0,2330,3766,0,0,0,21,11,62
2017/3/20 20:00,6.12,92.73,0,180,98,376,0,3647,4318,0,0,0,25,13,66
2017/3/20 21:00,6.24,91.34,0,189,102,390,0,3905,4509,0,0,0,25,13,74
2017/3/20 22:00,6.23,93.37,0,205,111,425,0,1972,4914,0,0,0,3,1,77
2017/3/20 23:00,6.4,93.63,0,201,109,419,0,2857,4842,0,0,0,28,15,73
2017/3/21 00:00,6.5,90.45,0,208,112,429,0,3149,4658,0,0,0,26,14,80
2017/3/21 01:00,6.51,91.98,0,225,122,466,0,2281,5379,0,0,0,29,15,87
2017/3/21 02:00,6.51,90.45,0,194,105,407,0,3991,4698,0,0,0,24,13,85
2017/3/21 03:00,6.33,92.2,0,215,117,449,0,2211,5148,0,0,0,2,1,90
2017/3/21 04:00,5.98,92.46,0,218,118,458,0,2723,5286,0,0,0,29,15,91
2017/3/21 05:00,5.33,93.82,0,230,125,484,0,3875,5570,0,0,0,29,15,93
2017/3/21 06:00,4.37,96.65,0,253,138,528,0,2592,5922,0,0,0,31,16,90
2017/3/21 07:00,4.12,97.31,0,246,136,519,0,3727,5778,0,0,0,27,14,89
2017/3/21 08:00,4.66,88.29,0,165,91,339,0,3051,3896,0,0,0,2,1,74
2017/3/21 09:00,7.51,70.08,0,122,66,257,0,2901,2971,0,0,0,15,8,71
2017/3/21 10:00,9.81,65.21,0,142,77,305,0,3118,3514,0,0,0,22,11,82
2017/3/21 11:00,11.67,53.36,0,118,63,257,0,4035,2984,0,0,0,20,10,76
2017/3/21 12:00,12.8,49.18,0,109,58,240,0,1809,2765,0,0,0,16,8,63
2017/3/21 13:00,14.04,45.73,0,121,64,268,0,3492,3087,0,0,0,1,0,83
2017/3/21 14:00,15.23,41.4,0,117,62,264,0,2777,3021,0,0,0,18,9,89
2017/3/21 15:00,15.37,43.66,0,139,73,323,0,4102,3670,0,0,0,21,11,97
2017/3/21 16:00,15.44,43.57,0,152,79,349,0,2286,3998,0,0,0,24,12,115
2017/3/21 17:00,14.77,44.2,0,153,80,353,0,1464,4024,0,0,0,21,11,108
2017/3/21 18:00,13.07,47.45,0,151,79,340,0,1482,3906,0,0,0,2,1,95
2017/3/21 19:00,11.34,52.67,0,157,83,351,0,2051,4023,0,0,0,23,12,107
2017/3/21 20:00,10.43,53.63,0,159,84,348,0,1800,4003,0,0,0,24,12,113
2017/3/21 21:00,8.72,59.89,0,169,91,366,0,2707,4203,0,0,0,26,14,111
2017/3/21 22:00,7.68,63.02,0,173,93,368,0,3284,4240,0,0,0,21,11,114
2017/3/21 23:00,7.02,65.67,0,184,99,391,0,4022,4489,0,0,0,2,1,115
2017/3/22 00:00,6.91,66.31,0,196,105,409,0,3916,4722,0,0,0,28,14,109
2017/3/22 01:00,6.68,66.01,0,178,96,373,0,3952,4306,0,0,0,25,13,107
2017/3/22 02:00,5.69,71.5,0,199,108,413,0,3619,4764,0,0,0,30,16,113
2017/3/22 03:00,5.03,74.12,0,192,104,397,0,4009,4582,0,0,0,23,12,110
2017/3/22 04:00,4.93,72.84,0,187,101,379,0,4675,4408,0,0,0,2,1,107
2017/3/22 05:00,4.08,77.42,0,202,110,411,0,3269,4767,0,0,0,26,14,112
2017/3/22 06:00,3.84,78.95,0,207,113,425,0,1748,4923,0,0,0,29,15,111
2017/3/22 07:00,4.18,76.41,0,207,114,424,0,1913,4886,0,0,0,29,15,113
2017/3/22 08:00,5.68,72.55,0,214,116,442,0,2061,5121,0,0,0,36,19,123
2017/3/22 09:00,7.89,63.63,0,213,114,449,0,2143,5188,0,0,0,6,3,128
2017/3/22 10:00,9.83,57.42,0,220,117,477,0,3143,5483,0,0,0,30,16,143
2017/3/22 11:00,11.34,53.41,0,223,118,490,0,3567,5633,0,0,0,34,17,153
2017/3/22 12:00,13.14,48.39,0,228,120,508,0,4269,5806,0,0,0,36,18,158
2017/3/22 13:00,14.32,45.23,0,239,125,536,0,4525,6149,0,0,0,35,18,3
2017/3/22 14:00,14.61,44.55,0,232,121,519,0,4439,5840,0,0,0,3,1,113
2017/3/22 15:00,14.21,44.46,0,215,113,488,0,2885,5551,0,0,0,35,17,151
2017/3/22 16:00,13.73,46.37,0,233,122,526,0,3175,5797,0,0,0,37,19,163
2017/3/22 17:00,13.42,47.68,0,240,126,542,0,2944,5293,0,0,0,38,19,171
2017/3/22 18:00,12.82,48.23,0,206,109,459,0,1520,5259,0,0,0,26,13,147
2017/3/22 19:00,12.39,49.69,0,199,105,440,0,2614,5036,0,0,0,5,2,139
2017/3/22 20:00,11.55,52.58,0,202,107,438,0,1973,5038,0,0,0,31,16,139
2017/3/22 21:00,11.59,51.13,0,215,114,466,0,2493,5362,0,0,0,34,18,151
2017/3/22 22:00,11.17,52.2,0,233,124,507,0,4876,5805,0,0,0,37,19,157
2017/3/22 23:00,10.87,53.74,0,234,124,502,0,4657,5777,0,0,0,31,16,153
2017/3/23 00:00,10.36,56.84,0,247,132,534,0,3656,4938,0,0,0,6,3,162
2017/3/23 01:00,9.52,72.31,0,279,148,609,0,2980,2373,0,0,0,40,21,164
2017/3/23 02:00,7.96,90.13,0,384,201,898,0,3102,3536,0,0,0,42,21,161
2017/3/23 03:00,7.77,92.42,0,399,209,917,0,2803,3801,0,0,0,52,26,159
2017/3/23 04:00,7.51,93.22,0,397,210,917,0,2088,3812,0,0,0,44,22,163
2017/3/23 05:00,7.31,93.62,0,395,207,922,0,2277,3793,0,0,0,8,4,164
2017/3/23 06:00,7.05,93.02,0,397,209,893,0,2578,3570,0,0,0,61,31,166
2017/3/23 07:00,6.83,92.08,0,370,195,822,0,3127,2842,0,0,0,61,31,159
2017/3/23 08:00,6.26,91.88,0,307,165,651,0,2847,1677,0,0,0,44,23,128
2017/3/23 09:00,5.59,90.24,0,244,132,504,0,3620,5801,0,0,0,30,16,107
2017/3/23 10:00,5.46,91.83,0,242,132,502,0,4423,5749,0,0,0,5,2,100
2017/3/23 11:00,5.64,92.07,0,250,135,524,0,2928,6001,0,0,0,31,16,100
2017/3/23 12:00,5.93,90.41,0,221,119,466,0,3416,5321,0,0,0,30,16,98
2017/3/23 13:00,6.74,86.42,0,216,117,454,0,2905,5215,0,0,0,31,16,101
2017/3/23 14:00,6.9,82.41,0,190,103,392,0,3659,4522,0,0,0,21,11,98
2017/3/23 15:00,6.89,77.31,0,164,89,336,0,2163,3904,0,0,0,4,2,87
2017/3/23 16:00,7.34,73.15,0,153,83,312,0,1860,3634,0,0,0,22,12,86
2017/3/23 17:00,7.62,70.46,0,150,81,306,0,3266,3563,0,0,0,22,11,80
2017/3/23 18:00,7.41,71.44,0,161,87,328,0,2152,3823,0,0,0,23,12,86
2017/3/23 19:00,6.81,79.96,0,228,123,476,0,2744,5499,0,0,0,30,15,110
2017/3/23 20:00,6.51,83.19,0,251,135,528,0,3088,5749,0,0,0,5,2,120
2017/3/23 21:00,6.65,82.13,0,254,137,538,0,3147,5089,0,0,0,39,20,126
2017/3/23 22:00,6.73,78.51,0,207,112,429,0,2208,4954,0,0,0,30,15,110
2017/3/23 23:00,6.49,82.39,0,230,124,480,0,2609,5512,0,0,0,35,18,112
2017/3/24 00:00,5.81,90.79,0,258,139,547,0,1741,5762,0,0,0,32,16,107
2017/3/24 01:00,5.45,92.63,0,262,142,557,0,2278,4492,0,0,0,13,6,103
2017/3/24 02:00,4.82,93.07,0,232,126,485,0,3890,5543,0,0,0,32,17,90
2017/3/24 03:00,3.53,92.85,0,164,90,330,0,4209,3814,0,0,0,20,10,64
2017/3/24 04:00,2.5,94.78,0,144,80,290,0,4285,3347,0,0,0,19,10,48
2017/3/24 05:00,1.58,95.74,0,151,85,301,0,3004,3475,0,0,0,17,9,49
2017/3/24 06:00,1.73,96.14,0,150,83,306,0,3201,3492,0,0,0,2,1,46
2017/3/24 07:00,2,95.82,0,140,78,288,0,5366,3292,0,0,0,17,9,47
2017/3/24 08:00,2.12,95.56,0,139,78,286,0,4950,3274,0,0,0,19,10,45
2017/3/24 09:00,2.49,95.47,0,125,70,259,0,3631,2963,0,0,0,17,9,39
2017/3/24 10:00,2.94,94.41,0,126,70,260,0,3667,2971,0,0,0,14,7,43
2017/3/24 11:00,3.34,92.67,0,151,83,313,0,3367,3608,0,0,0,4,2,53
2017/3/24 12:00,3.57,92.5,0,174,97,355,0,2512,4074,0,0,0,29,15,75
2017/3/24 13:00,4.24,90.33,0,120,67,246,0,2947,2841,0,0,0,13,7,44
2017/3/24 14:00,4.06,91.46,0,124,69,255,0,3405,2924,0,0,0,14,7,49
2017/3/24 15:00,4.66,90.09,0,116,64,237,0,2561,2739,0,0,0,11,5,49
2017/3/24 16:00,4.66,90.4,0,109,61,227,0,1479,2603,0,0,0,1,0,41
2017/3/24 17:00,4.51,91.84,0,138,77,278,0,3016,3218,0,0,0,17,9,55
2017/3/24 18:00,4.2,93.83,0,152,85,302,0,4050,3482,0,0,0,22,11,55
2017/3/24 19:00,3.94,93.88,0,144,80,284,0,4178,3301,0,0,0,20,10,53
2017/3/24 20:00,3.23,95.84,0,173,97,334,0,3046,3881,0,0,0,20,11,60
2017/3/24 21:00,3.58,94.47,0,151,84,295,0,2983,3439,0,0,0,5,2,56
2017/3/24 22:00,3.77,93.85,0,152,85,296,0,4123,3448,0,0,0,22,11,57
2017/3/24 23:00,3.39,95.55,0,195,109,372,0,2556,4331,0,0,0,27,14,74
2017/3/25 00:00,2.91,96.56,0,170,95,324,0,4149,3776,0,0,0,19,10,65
2017/3/25 01:00,2.65,97.29,0,164,93,317,0,3151,3684,0,0,0,17,9,61
2017/3/25 02:00,2.67,97.32,0,173,97,337,0,2988,3901,0,0,0,5,2,68
2017/3/25 03:00,2.29,97.85,0,181,101,348,0,3426,4044,0,0,0,22,12,62
2017/3/25 04:00,2.37,98.05,0,202,112,397,0,3978,4599,0,0,0,22,11,61
2017/3/25 05:00,2.28,98.14,0,216,119,432,0,3455,4981,0,0,0,24,13,65
2017/3/25 06:00,2.53,98.03,0,170,95,334,0,2558,3857,0,0,0,18,9,55
2017/3/25 07:00,2.85,97.94,0,167,93,327,0,2283,3795,0,0,0,4,2,56
2017/3/25 08:00,4.21,96.17,0,182,101,359,0,3730,4151,0,0,0,22,12,60
2017/3/25 09:00,6.98,82.6,0,140,77,277,0,3175,3242,0,0,0,29,15,72
2017/3/25 10:00,10.74,57.79,0,41,23,87,0,3991,1030,0,0,0,4,2,26
2017/3/25 11:00,13.08,47.23,0,22,13,54,0,3439,629,0,0,0,2,1,21
2017/3/25 12:00,14.3,43.48,0,24,14,58,0,3653,674,0,0,0,0,0,21
2017/3/25 13:00,15.67,40.12,0,27,15,60,0,3959,713,0,0,0,4,2,22
2017/3/25 14:00,16.62,36.91,0,29,16,65,0,4259,774,0,0,0,5,2,25
2017/3/25 15:00,16.5,34.16,0,25,14,55,0,3736,662,0,0,0,3,2,21
2017/3/25 16:00,14.53,32.67,0,15,9,38,0,2463,447,0,0,0,1,0,13
2017/3/25 17:00,14.27,27.16,0,8,5,22,0,1505,263,0,0,0,0,0,10
2017/3/25 18:00,13.28,27.84,0,9,5,24,0,1619,284,0,0,0,1,1,6
2017/3/25 19:00,11.57,30.42,0,10,6,24,0,1736,298,0,0,0,1,1,11
2017/3/25 20:00,11.09,31.99,0,11,7,27,0,1892,328,0,0,0,2,1,12
2017/3/25 21:00,10.77,32.25,0,10,6,26,0,1811,313,0,0,0,1,0,12
2017/3/25 22:00,10.44,32.67,0,11,7,27,0,1907,332,0,0,0,0,0,11
2017/3/25 23:00,9.57,37.03,0,35,20,73,0,3501,857,0,0,0,2,1,19
2017/3/26 00:00,8.32,41.62,0,29,16,59,0,4009,706,0,0,0,4,2,20
2017/3/26 01:00,8.91,36.56,0,9,6,23,0,1664,280,0,0,0,1,0,10
2017/3/26 02:00,8.79,36.14,0,5,4,15,0,1130,190,0,0,0,0,0,6
2017/3/26 03:00,7.79,40.85,0,14,9,33,0,2334,396,0,0,0,0,0,13
2017/3/26 04:00,7.13,41.85,0,11,7,26,0,1839,311,0,0,0,1,1,13
2017/3/26 05:00,7.05,42.02,0,12,7,27,0,1927,327,0,0,0,1,1,10
2017/3/26 06:00,6.9,43.25,0,12,7,28,0,1976,340,0,0,0,1,1,10
2017/3/26 07:00,6.97,42.86,0,14,8,31,0,2210,373,0,0,0,1,0,15
2017/3/26 08:00,7.68,40.18,0,14,9,33,0,2293,395,0,0,0,0,0,14
2017/3/26 09:00,9.05,38.42,0,15,9,37,0,2475,435,0,0,0,2,1,19
2017/3/26 10:00,11.94,33.72,0,13,8,32,0,2193,382,0,0,0,2,1,14
2017/3/26 11:00,13.57,30.63,0,12,7,30,0,2033,360,0,0,0,2,1,17
2017/3/26 12:00,14.16,29.48,0,13,8,31,0,2177,377,0,0,0,2,1,15
2017/3/26 13:00,14.06,31.15,0,16,10,37,0,2608,450,0,0,0,0,0,15
2017/3/26 14:00,15.11,28.26,0,15,9,36,0,2422,429,0,0,0,2,1,11
2017/3/26 15:00,14.24,31.31,0,14,8,35,0,2359,416,0,0,0,2,1,15
2017/3/26 16:00,15.93,27.22,0,14,8,34,0,2286,406,0,0,0,2,1,13
2017/3/26 17:00,15.02,33.73,0,13,8,32,0,2187,378,0,0,0,1,1,16
2017/3/26 18:00,11.97,36.77,0,12,7,27,0,1947,336,0,0,0,0,0,12
2017/3/26 19:00,10.11,41.91,0,14,9,33,0,2340,400,0,0,0,2,1,13
2017/3/26 20:00,9.2,46.33,0,28,16,59,0,4002,696,0,0,0,5,2,22
2017/3/26 21:00,7.46,53.59,0,36,20,72,0,3575,853,0,0,0,7,4,23
2017/3/26 22:00,6.49,56.73,0,45,25,87,0,4181,1043,0,0,0,4,2,28
2017/3/26 23:00,5.9,60.06,0,45,25,88,0,3596,1030,0,0,0,2,1,30
2017/3/27 00:00,6.22,58.65,0,27,16,56,0,3648,670,0,0,0,5,3,19
2017/3/27 01:00,5.75,60.12,0,20,12,44,0,3132,529,0,0,0,3,2,11
2017/3/27 02:00,5.51,60.5,0,20,13,43,0,3124,518,0,0,0,3,1,19
2017/3/27 03:00,3.5,70.26,0,38,22,71,0,5151,849,0,0,0,3,1,21
2017/3/27 04:00,2.85,71.79,0,29,17,57,0,4072,681,0,0,0,1,0,19
2017/3/27 05:00,3,66.15,0,20,12,41,0,3039,493,0,0,0,3,1,15
2017/3/27 06:00,3.44,62.35,0,20,12,40,0,3046,492,0,0,0,2,1,19
2017/3/27 07:00,3.13,63.11,0,25,15,50,0,3596,595,0,0,0,4,2,17
2017/3/27 08:00,7.86,45.02,0,18,11,39,0,2842,476,0,0,0,2,1,14
2017/3/27 09:00,11.07,33.98,0,11,6,26,0,1827,314,0,0,0,0,0,9
2017/3/27 10:00,12.07,31.75,0,10,6,24,0,1707,300,0,0,0,1,1,10
2017/3/27 11:00,13.54,29.01,0,10,6,24,0,1718,293,0,0,0,2,1,4
